Date,Video ID,New Video Id,Video Type,Angle,Status ,Review Link,Final Link,Ratio,Editor,Script Doc,Duration,Comments
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
,,__,,,,,,,,,,
